epochs,test loss,train loss,test acc,train acc
189.0,1.544071078300476,1.5456457138061523,0.7871428571428571,0.7828571428571428
190.0,1.543655514717102,1.545225977897644,0.7871428571428571,0.7828571428571428
191.0,1.5432432889938354,1.5448099374771118,0.7871428571428571,0.7828571428571428
192.0,1.5428346395492554,1.544396996498108,0.7871428571428571,0.7828571428571428
193.0,1.5424295663833618,1.543987512588501,0.7871428571428571,0.7828571428571428
194.0,1.5420273542404175,1.5435813665390015,0.7871428571428571,0.7828571428571428
195.0,1.5416285991668701,1.5431783199310303,0.7871428571428571,0.7828571428571428
196.0,1.541232943534851,1.5427788496017456,0.7878571428571428,0.7828571428571428
197.0,1.5408408641815186,1.5423824787139893,0.7878571428571428,0.7828571428571428
198.0,1.5404516458511353,1.5419888496398926,0.7878571428571428,0.7828571428571428
199.0,1.5400651693344116,1.5415985584259033,0.7878571428571428,0.7828571428571428
200.0,1.5396822690963745,1.5412116050720215,0.7885714285714286,0.7828571428571428
